x1,x2,y
1.01071991464072,1.14385421069991,1
0.074131851523044,0.123206823070496,0
1.961556880148,1.46033212028283,1
1.71230468169387,1.96311939860278,1
1.70525169301648,1.30856225370596,1
0.393956672046951,0.540630320013019,0
0.299135720184961,0.843663552563487,0
0.965832666407979,0.92372791146796,0
0.633986833744137,0.059870017498009,0
0.187324955009665,0.937039257230674,0
1.30769354095329,1.35036398683673,1
0.42754154444164,0.460487582345123,0
1.85704473464872,1.14130209684848,1
0.813124958875507,0.068998155143438,0
0.046924243220129,0.012893128046325,0
1.01358949410542,1.17137621566015,1
0.248542807304456,0.449091236990753,0
0.449782428767225,0.711241534814085,0
1.1820424513706,1.54168287285489,1
0.350677787873009,0.045857758280004,0
1.40601566667614,1.83163371489887,1
0.379039124576068,0.342977615734471,0
0.379639830068243,0.664395651399492,0
1.0281836430574,1.19356931234969,1
0.765234704355888,0.076144042840786,0
0.818685894739705,0.96236645084072,0
0.956089463449331,0.80725821937874,0
0.527753081282575,0.280482782349058,0
1.57002503166836,1.24672036677675,1
1.07392479177783,1.96559972055658,1
1.11961033755302,1.32954683424554,1
0.312437335716149,0.294636597371074,0
1.09456089375436,1.2221878678582,1
0.142196345127184,0.854425289586623,0
1.19962623027784,1.1538987629303,1
0.163684497077483,0.296482952088522,0
0.515572427717436,0.47936434092541,0
1.15426085994907,1.13935736785249,1
0.265981301146059,0.448913522866419,0
0.558078381923533,0.68425394901054,0
1.61652285087533,1.16617833268024,1
1.97258240883517,1.71632847928191,1
0.480628359316818,0.064669457811251,0
1.07158759601176,1.25161783564484,1
1.79696185566185,1.7466240579108,1
0.67482022636305,0.713029930779838,0
1.15370422838877,1.15776531043754,1
1.40702614353074,1.30009503798578,1
1.03781093375763,1.51419514389464,1
1.99968748418536,1.12008839114973,1
1.36976760942224,1.63502225327433,1
0.995689048981056,0.432540961126911,0
1.62707481472173,2.04601808812427,1
1.54255404333929,1.35449364221774,1
0.00402061027045,0.264087226438545,0
0.079174776815199,0.86087788614167,0
0.410864458730778,0.404231444825281,0
1.82847718987519,1.45831801073601,1
0.801704359396107,0.989630712338356,0
0.662639033728892,0.204082214214948,0
0.544850422005015,0.513281197582633,0
1.86948385487863,1.94813625696536,1
1.67002124337594,1.57884989007398,1
1.11883144422679,1.94612231122122,1
0.739926078729576,0.561993050312743,0
1.14342568127028,1.18142900130342,1
0.562833601152541,0.593887930303591,0
0.975292621150099,0.245475627618116,0
0.747336545545929,0.176071359687005,0
1.62073984682026,1.47440801648458,1
0.204559648869045,0.961583910177145,0
1.45541109592086,2.04079398368814,1
1.10820434180739,1.64613848667684,1
1.43981493683238,1.34301916786373,1
1.5833623878576,1.85848381794172,1
1.06023669112405,1.54782789277626,1
1.63547128123082,1.45540305083781,1
1.72827937119735,1.11271919252627,1
0.163654132497776,0.227579561926506,0
0.444386747971018,0.220142138256903,0
0.756361755161612,0.60599586765254,0
1.13524499657777,1.6556394476087,1
1.90236339500283,1.254363127465,1
1.43722886317397,1.78727972358791,1
1.65460515643921,2.074508830371,1
1.94189951518472,1.68902575009599,1
0.303941980666753,0.696681753235498,0
0.30443382454552,0.162011220898428,0
0.351840177655729,0.244160289706408,0
0.908486812504198,0.031156279885022,0
1.5634355270791,1.78968253746447,1
